name,phase,other_names,country,capacity_mw,status,start_year,operator,owner,lat,lon,location_accuracy,state,gem_location_id,gem_phase_id,source
Miraflores solar farm,--,,Spain,22.0,operating,2022.0,Naturgy Energy Group,Naturgy Energy Group SA [100%],38.7503,-5.5455,exact,Extremadura,L100000824730,G100000827935,GEM Global Solar Power Tracker Feb-2026
Miralcampo solar farm,--,,Spain,287.3,pre-construction,,Desarrollos Renovables Iberia Lambda,,39.6111,-2.7904,approximate,Castilla-La Mancha,L100000824731,G100000827936,GEM Global Solar Power Tracker Feb-2026
Miramundo solar farm,1,,Spain,50.0,operating,2019.0,Opdenergy,Opdenergy SA [100%],36.52,-6.131,exact,Andalucía,L100000805917,G100000806806,GEM Global Solar Power Tracker Feb-2026
Miranda Renovables 1 solar farm,--,,Spain,26.6,pre-construction,,,,42.6819,-2.9566,approximate,Castilla y León,L100001062166,G100001071378,GEM Global Solar Power Tracker Feb-2026
Mirasol Huévar 2 solar farm,--,,Spain,82.0,pre-construction,,,,37.3031,-6.3153,approximate,Andalucía,L100001064160,G100001073795,GEM Global Solar Power Tracker Feb-2026
Mocatero solar farm,--,,Spain,40.1,operating,,,,41.2874,-0.324,approximate,Aragón,L100000824732,G100000827937,GEM Global Solar Power Tracker Feb-2026
Moclinejo solar project,--,,Spain,7.6,operating,2017.0,,,36.7849,-4.2672,exact,Andalucía,L100001009195,G100001010565,GEM Global Solar Power Tracker Feb-2026
Modus solar farm,--,,Spain,50.0,pre-construction,,,,37.3392,-5.8599,approximate,Andalucía,L100001061709,G100001070751,GEM Global Solar Power Tracker Feb-2026
Mojados A solar project,--,,Spain,5.2,operating,2017.0,,,41.424,-4.6798,exact,Castilla y León,L100001009279,G100001010649,GEM Global Solar Power Tracker Feb-2026
Molina De Segura Vega Media Del Segura solar project,--,,Spain,11.0,operating,2018.0,,,38.1028,-1.1673,exact,Región de Murcia,L100001010010,G100001011380,GEM Global Solar Power Tracker Feb-2026
Moncayo solar farm,--,,Spain,49.5,pre-construction,,,,41.7188,-1.8141,approximate,Castilla y León,L100001062216,G100001071441,GEM Global Solar Power Tracker Feb-2026
Monclova solar farm,1,"SPK Monclova, Solarpack Monclova",Spain,50.0,operating,2019.0,Solarpack,Solarpack [100%],37.549,-5.332,exact,Andalucía,L100000805994,G100000806900,GEM Global Solar Power Tracker Feb-2026
Monforte del Cid solar farm,--,,Spain,100.0,shelved,,Bruc Iberia Energy Investment Partners,Bruc Iberia Energy Investment Partners [100%],38.3621,-0.4845,approximate,Comunidad Valenciana,L100000824733,G100000827938,GEM Global Solar Power Tracker Feb-2026
Monforte solar farm,1,,Spain,43.6,pre-construction,,,Solaer Energías Bahía Blanca SL [100%],38.3793,-0.7389,approximate,Comunidad Valenciana,L100001001018,G100001001398,GEM Global Solar Power Tracker Feb-2026
Monforte solar farm,2,,Spain,43.6,pre-construction,,,Activo Solar SL [100%],38.3793,-0.7389,approximate,Comunidad Valenciana,L100001001018,G100001001399,GEM Global Solar Power Tracker Feb-2026
Montamarta Hybrid solar farm,--,,Spain,22.5,pre-construction,,,,41.6752,-5.8985,approximate,Castilla y León,L100001062168,G100001071381,GEM Global Solar Power Tracker Feb-2026
Montaña Alavesa/Arabako Mendialdea solar project,--,,Spain,1.4,operating,2025.0,,,42.7629,-2.3292,exact,País Vasco,L100001053238,G100001061032,GEM Global Solar Power Tracker Feb-2026
Montaña Blanca I solar farm,--,,Spain,27.8,pre-construction,,,,38.6521,-4.2378,exact,Andalucía,L100001062150,G100001071462,GEM Global Solar Power Tracker Feb-2026
Monte Alto solar project,--,,Spain,9.6,operating,2006.0,,,42.26,-1.775,exact,Comunidad Foral de Navarra,L100001009228,G100001010598,GEM Global Solar Power Tracker Feb-2026
Montealegre solar farm,--,,Spain,62.1,pre-construction,,,,40.1444,-6.4312,approximate,Extremadura,L100001062535,G100001071823,GEM Global Solar Power Tracker Feb-2026
Montejurra solar project,--,,Spain,7.6,operating,2017.0,,,42.4955,-2.2776,exact,Comunidad Foral de Navarra,L100001010398,G100001011768,GEM Global Solar Power Tracker Feb-2026
Monteria (Grupo Ignis) solar farm,--,,Spain,59.0,pre-construction,,Montería Solar,Ignis Energía SL [100%],40.5048,-3.1725,approximate,Castilla-La Mancha,L100000824735,G100000827940,GEM Global Solar Power Tracker Feb-2026
Montería (Total Energies) solar farm,2,,Spain,42.5,pre-construction,,Bidasoa Conex,TotalEnergies SE [100%],40.3614,-3.0652,approximate,Castilla-La Mancha,L100000824736,G100000827941,GEM Global Solar Power Tracker Feb-2026
Montería (Total Energies) solar farm,3,,Spain,42.5,pre-construction,,Bidasoa Conex,TotalEnergies SE [100%],40.3614,-3.0652,approximate,Castilla-La Mancha,L100000824736,G100000827942,GEM Global Solar Power Tracker Feb-2026
Montesol solar farm,1,Montseol Teruel,Spain,50.0,operating,2020.0,Opdenergy,Opdenergy SA [100%],40.711,-0.899,exact,Aragón,L100000805918,G100000806807,GEM Global Solar Power Tracker Feb-2026
Montesordo solar farm,1,,Spain,75.0,pre-construction,,Enerfin Renovables,,38.791,-5.6362,approximate,Extremadura,L100000824738,G100000827945,GEM Global Solar Power Tracker Feb-2026
Montesordo solar farm,2,,Spain,60.3,pre-construction,,Enerfin Renovables,,38.791,-5.6362,approximate,Extremadura,L100000824738,G100000827946,GEM Global Solar Power Tracker Feb-2026
Montfalcó solar farm,--,,Spain,24.8,pre-construction,,,Energia Inagotable de Dorado SL [100%],41.6936,1.4465,approximate,Cataluña,L100001000897,G100001001258,GEM Global Solar Power Tracker Feb-2026
Montsià solar project,--,,Spain,4.4,operating,2023.0,,,40.6213,0.3557,exact,Cataluña,L100001009446,G100001010816,GEM Global Solar Power Tracker Feb-2026
Montsià solar project I,--,,Spain,1.7,operating,2024.0,,,40.6897,0.4643,exact,Cataluña,L100001052889,G100001060683,GEM Global Solar Power Tracker Feb-2026
Montsià solar project II,--,,Spain,1.6,operating,2024.0,,,40.6305,0.4061,exact,Cataluña,L100001052953,G100001060747,GEM Global Solar Power Tracker Feb-2026
Montsià solar project III,--,,Spain,1.6,operating,2023.0,,,40.618,0.3622,exact,Cataluña,L100001053013,G100001060807,GEM Global Solar Power Tracker Feb-2026
Montsià solar project IV,--,,Spain,1.0,operating,2023.0,,,40.6261,0.577,exact,Cataluña,L100001053146,G100001060940,GEM Global Solar Power Tracker Feb-2026
Montsià solar project V,--,,Spain,1.8,operating,2023.0,,,40.6842,0.4558,exact,Cataluña,L100001053511,G100001061305,GEM Global Solar Power Tracker Feb-2026
Monòver solar farm,--,Bilyana solar farm,Spain,116.4,pre-construction,,Vulpes Velox Invest,Awergy; Aurea Capital; Atitlan Helios [0%],38.3615,-0.5108,approximate,Comunidad Valenciana,L100000824734,G100000827939,GEM Global Solar Power Tracker Feb-2026
Moraleja solar project,--,,Spain,9.5,operating,2023.0,,,40.0617,-6.6773,exact,Extremadura,L100001009141,G100001010511,GEM Global Solar Power Tracker Feb-2026
Morata (ABO Wind) solar farm,--,,Spain,60.0,pre-construction,,,,39.9004,-3.3249,approximate,Comunidad de Madrid,L100001005652,G100001006783,GEM Global Solar Power Tracker Feb-2026
Morata (Alten) solar farm,--,,Spain,60.0,pre-construction,,Alten Renovables Iberia 4,Alten Energías Renovables [100%],39.987,-3.3597,approximate,Castilla-La Mancha,L100000824739,G100000827947,GEM Global Solar Power Tracker Feb-2026
Morata (Libienergy) solar farm,1,Libienergy Morata,Spain,54.6,pre-construction,,Libienergy Green,Libienergy Green SL [100%],39.9804,-3.3597,approximate,Castilla-La Mancha,L100000824740,G100000827948,GEM Global Solar Power Tracker Feb-2026
Morata (Matrix) solar farm,--,,Spain,60.0,pre-construction,,Matrix Renewables,Matrix Renewables [100%],39.9315,-3.3459,exact,Castilla-La Mancha,L100000824741,G100000827949,GEM Global Solar Power Tracker Feb-2026
Morata de Tajuña solar farm,3,,Spain,42.0,pre-construction,,,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,40.6596,-3.8716,approximate,Comunidad de Madrid,L100001005677,G100001006819,GEM Global Solar Power Tracker Feb-2026
Moratalla solar farm,--,,Spain,36.0,operating,2025.0,,BNZ,38.3066,-1.8714,approximate,Región de Murcia,L100001063436,G100001072893,GEM Global Solar Power Tracker Feb-2026
Moratalla solar project,--,,Spain,10.0,operating,2010.0,,,38.301,-1.763,exact,Región de Murcia,L100001009212,G100001010582,GEM Global Solar Power Tracker Feb-2026
Morellols solar farm,--,,Spain,50.0,pre-construction,,,Energía Inagotable de Leda SL [100%],42.0787,0.8646,approximate,Cataluña,L100001000920,G100001001286,GEM Global Solar Power Tracker Feb-2026
Morelábor Partido Judicial De Guadix solar project,--,,Spain,2.0,operating,2017.0,,,37.4705,-3.2893,exact,Andalucía,L100001053049,G100001060843,GEM Global Solar Power Tracker Feb-2026
Morena solar farm,--,,Spain,95.0,pre-construction,,Morena Solar,TotalEnergies SE [100%],40.3212,-3.4472,approximate,Comunidad de Madrid,L100000824742,G100000827950,GEM Global Solar Power Tracker Feb-2026
Morita solar project,--,,Spain,12.9,operating,2017.0,,,37.4547,-4.6965,exact,Andalucía,L100001009167,G100001010537,GEM Global Solar Power Tracker Feb-2026
Morón Thermosolar solar farm,--,,Spain,49.9,operating,2012.0,Grupo Ibereólica Renovables,Grupo Ibereólica Renovables [100%],37.1182,-5.5711,exact,Andalucía,L100000824744,G100000827952,GEM Global Solar Power Tracker Feb-2026
Morón de Almazán Hybrid solar farm,--,,Spain,49.5,pre-construction,,Iberdrola Renovables Castilla y León,Iberdrola Renovables SA [100%],41.4131,-2.4256,exact,Castilla y León,L100000824743,G100000827951,GEM Global Solar Power Tracker Feb-2026
Mosquetón solar farm,--,,Spain,100.0,pre-construction,,Mosquetón Solar,Ignis Energía SL [100%],40.6017,-3.1307,approximate,Castilla-La Mancha,L100000824745,G100000827953,GEM Global Solar Power Tracker Feb-2026
Motilla solar farm,--,,Spain,304.0,pre-construction,,Liena Power,,39.6111,-2.7904,approximate,Castilla-La Mancha,L100000824746,G100000827954,GEM Global Solar Power Tracker Feb-2026
Mudarra (Lightsource) solar farm,--,,Spain,49.5,pre-construction,,Expansion Habit,Lightsource Renewable Energy [100%],41.7673,-4.923,approximate,Castilla y León,L100001004588,G100001005385,GEM Global Solar Power Tracker Feb-2026
Mudarra solar farm,1,,Spain,47.1,pre-construction,,,Abei Energy CSPV Three SL [100%],41.8643,-4.8865,approximate,Castilla y León,L100001003682,G100001004190,GEM Global Solar Power Tracker Feb-2026
Mudarra solar farm,2,,Spain,65.0,pre-construction,,,Green Stone Renewable X SL [100%],41.8734,-5.0157,approximate,Castilla y León,L100001003682,G100001004191,GEM Global Solar Power Tracker Feb-2026
Mudéjar solar farm,1,Mudejar I,Spain,47.6,operating,2025.0,Enel Green Power España,Endesa SA,41.0222,-0.4292,exact,Aragón,L100000805935,G100000806831,GEM Global Solar Power Tracker Feb-2026
Muel solar farm,--,,Spain,179.6,pre-construction,,,Enel Green Power,41.4667,-1.0862,approximate,Aragón,L100001005593,G100001006695,GEM Global Solar Power Tracker Feb-2026
Muelas solar farm,--,,Spain,50.0,pre-construction,,Green Stone Renewable IX,Abei Energy [100%],41.5187,-5.976,approximate,Castilla y León,L100001004593,G100001005391,GEM Global Solar Power Tracker Feb-2026
Mula Solar Photovoltaic Power Plant,1,La Mula,Spain,494.0,operating,2019.0,,China Three Gorges Corp,37.9554,-1.4008,exact,Región de Murcia,L100000805740,G100000806607,GEM Global Solar Power Tracker Feb-2026
Mula Solar Photovoltaic Power Plant,2,La Mula,Spain,113.0,pre-construction,,,China Three Gorges Corp,37.9554,-1.4008,exact,Región de Murcia,L100000805740,G100001006708,GEM Global Solar Power Tracker Feb-2026
Mula Solar Photovoltaic Power Plant,3,La Mula,Spain,62.6,pre-construction,,,China Three Gorges Corp,37.9554,-1.4008,exact,Región de Murcia,L100000805740,G100001006735,GEM Global Solar Power Tracker Feb-2026
Mulhacén solar farm,--,,Spain,70.0,pre-construction,,Mulhacén Solar,Ignis Energía SL [100%],40.0912,-3.8372,approximate,Castilla-La Mancha,L100000824751,G100000827959,GEM Global Solar Power Tracker Feb-2026
Muluya solar farm,--,,Spain,336.0,pre-construction,,CL Grupo Industrial,,39.6111,-2.7904,approximate,Castilla-La Mancha,L100000824752,G100000827960,GEM Global Solar Power Tracker Feb-2026
Munera I solar farm,--,,Spain,27.7,pre-construction,,,,39.0441,-2.4912,approximate,Castilla-La Mancha,L100001061780,G100001070848,GEM Global Solar Power Tracker Feb-2026
Munera II solar farm,--,,Spain,29.3,pre-construction,,,,39.0111,-2.5093,exact,Castilla-La Mancha,L100001061800,G100001070868,GEM Global Solar Power Tracker Feb-2026
Murcia (Audax Renovables) solar farm,--,,Spain,50.0,construction,,Audax Renovables,Audax Renovables SA [100%],37.9843,-1.1328,approximate,Región de Murcia,L100000824753,G100000827961,GEM Global Solar Power Tracker Feb-2026
Murcia (Solarpack) solar farm,--,Cañada Alta,Spain,54.0,operating,2025.0,,Zelestra,38.0006,-1.3344,exact,Región de Murcia,L100001007577,G100001008746,GEM Global Solar Power Tracker Feb-2026
Murcia 1 solar farm,--,,Spain,194.0,pre-construction,,,Cobra Group,37.9402,-1.4253,approximate,Región de Murcia,L100001005590,G100001006690,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project I,--,,Spain,13.5,operating,2017.0,,,37.807,-1.0661,exact,Región de Murcia,L100001009490,G100001010860,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project II,--,,Spain,3.1,operating,2017.0,,,37.8534,-1.1623,exact,Región de Murcia,L100001009576,G100001010946,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project III,--,,Spain,2.9,operating,2017.0,,,37.8095,-1.1298,exact,Región de Murcia,L100001009580,G100001010950,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project IX,--,,Spain,1.7,operating,2024.0,,,37.7739,-1.1251,exact,Región de Murcia,L100001053581,G100001061375,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project VII,--,,Spain,4.2,operating,2020.0,,,37.8766,-0.8649,exact,Región de Murcia,L100001010427,G100001011797,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project VIII,--,,Spain,10.5,operating,2017.0,,,37.8167,-1.1514,exact,Región de Murcia,L100001053183,G100001060977,GEM Global Solar Power Tracker Feb-2026
Murcia Campo De Cartagena Y Mar Menor solar project X,--,,Spain,2.2,operating,2020.0,,,37.8367,-1.1019,exact,Región de Murcia,L100001053854,G100001061648,GEM Global Solar Power Tracker Feb-2026
Murcia Área Metropolitana De Murcia solar project,--,,Spain,2.9,operating,2017.0,,,38.0073,-0.9732,exact,Región de Murcia,L100001053426,G100001061220,GEM Global Solar Power Tracker Feb-2026
Murcia Área Metropolitana De Murcia solar project I,--,,Spain,3.7,operating,2019.0,,,37.9263,-1.2318,exact,Región de Murcia,L100001010289,G100001011659,GEM Global Solar Power Tracker Feb-2026
Murillo Pólux solar farm,--,,Spain,29.4,pre-construction,,,,42.4063,-2.3316,approximate,La Rioja,L100001062704,G100001072040,GEM Global Solar Power Tracker Feb-2026
Myrtea III solar farm,--,,Spain,50.0,pre-construction,,,,37.7238,-1.1853,approximate,Región de Murcia,L100001063098,G100001072472,GEM Global Solar Power Tracker Feb-2026
Málaga Málaga-Costa Del Sol solar project I,--,,Spain,1.5,operating,2017.0,,,36.7076,-4.5257,exact,Andalucía,L100001052939,G100001060733,GEM Global Solar Power Tracker Feb-2026
Málaga Málaga-Costa Del Sol solar project II,--,,Spain,2.5,operating,2023.0,,,36.6589,-4.4835,exact,Andalucía,L100001053058,G100001060852,GEM Global Solar Power Tracker Feb-2026
Málaga Málaga-Costa Del Sol solar project III,--,,Spain,1.0,operating,2024.0,,,36.6968,-4.468,exact,Andalucía,L100001053245,G100001061039,GEM Global Solar Power Tracker Feb-2026
Mástil solar farm,--,,Spain,77.5,pre-construction,,Mástil Solar,Mástil Solar SLU [100%],40.3264,-3.3823,approximate,Comunidad de Madrid,L100000824721,G100000827925,GEM Global Solar Power Tracker Feb-2026
Mérida solar project II,--,,Spain,3.6,operating,2023.0,,,38.8995,-6.3017,exact,Extremadura,L100001010143,G100001011513,GEM Global Solar Power Tracker Feb-2026
Mérida solar project III,--,,Spain,5.5,operating,2024.0,,,38.9538,-6.3538,exact,Extremadura,L100001053559,G100001061353,GEM Global Solar Power Tracker Feb-2026
Mérida solar project IV,--,,Spain,14.0,operating,2024.0,,,38.848,-6.33,exact,Extremadura,L100001053782,G100001061576,GEM Global Solar Power Tracker Feb-2026
Naipes solar farm,1,,Spain,41.7,operating,2025.0,Naturgy Renovables,Naturgy Energy Group SA [100%],38.7653,-6.581,approximate,Extremadura,L100000824754,G100000827962,GEM Global Solar Power Tracker Feb-2026
Naipes solar farm,2,,Spain,41.7,operating,2025.0,Naturgy Renovables,Naturgy Energy Group SA [100%],38.7653,-6.581,approximate,Extremadura,L100000824754,G100000827963,GEM Global Solar Power Tracker Feb-2026
Natera solar farm,1,,Spain,62.5,pre-construction,,Natera Solar,,37.6087,-4.6016,approximate,Andalucía,L100000824755,G100000827964,GEM Global Solar Power Tracker Feb-2026
Natera solar farm,2,,Spain,62.5,pre-construction,,Natera Solar,,37.6087,-4.6016,approximate,Andalucía,L100000824755,G100000827965,GEM Global Solar Power Tracker Feb-2026
Nava de Campaña A solar project,--,,Spain,15.0,operating,2008.0,,,38.47,-1.647,exact,Castilla-La Mancha,L100001009103,G100001010473,GEM Global Solar Power Tracker Feb-2026
Navabuena solar farm,--,Nava Buena,Spain,424.7,pre-construction,,Navabuena Solar,Navabuena Solar SL [100%],41.863,-4.8631,approximate,Castilla y León,L100000824756,G100000827966,GEM Global Solar Power Tracker Feb-2026
Navajo solar farm,--,,Spain,99.0,shelved,,ES Planta Solar 3,Esparity Solar [100%],40.6908,-3.3138,approximate,Castilla-La Mancha,L100000824757,G100000827967,GEM Global Solar Power Tracker Feb-2026
Navallar solar farm,--,,Spain,42.9,announced,,,,39.1968,-6.1166,approximate,Extremadura,L100001007665,G100001008891,GEM Global Solar Power Tracker Feb-2026
Navallo I solar farm,--,,Spain,115.0,pre-construction,,,,41.0067,-0.8515,approximate,Aragón,L100001061679,G100001070713,GEM Global Solar Power Tracker Feb-2026
Navallo II solar farm,--,,Spain,50.0,pre-construction,,,,41.0553,-0.8866,approximate,Aragón,L100001061680,G100001070714,GEM Global Solar Power Tracker Feb-2026
Navarra (Enhol) solar farm,1,,Spain,50.0,cancelled - inferred 4 y,,,Grupo Enhol [100%],42.6838,-1.7171,approximate,Comunidad Foral de Navarra,L100000824758,G100000827968,GEM Global Solar Power Tracker Feb-2026
Navarra Canal solar farm,1,,Spain,20.0,pre-construction,,,Asociación Nacional de Productores de Energía Fotovoltaica (ANPiER) [100%],42.7143,-1.5347,approximate,Comunidad Foral de Navarra,L100000824759,G100000827969,GEM Global Solar Power Tracker Feb-2026
Navarra Canal solar farm,2,,Spain,140.0,announced,,,Asociación Nacional de Productores de Energía Fotovoltaica (ANPiER) [100%],42.7143,-1.5347,approximate,Comunidad Foral de Navarra,L100000824759,G100001004700,GEM Global Solar Power Tracker Feb-2026
Navas Renovables I solar farm,--,,Spain,100.0,pre-construction,,,Ebagui Renovables SL [100%],40.608,-4.2957,approximate,Castilla y León,L100001004191,G100001004881,GEM Global Solar Power Tracker Feb-2026
Navillas Hybrid solar farm,--,,Spain,29.6,pre-construction,,,,41.4849,-4.6419,approximate,Castilla y León,L100001064205,G100001073849,GEM Global Solar Power Tracker Feb-2026
Neret solar farm,--,,Spain,35.0,pre-construction,,,Energies Renovables Terra Ferma SL [100%],42.1452,0.9498,approximate,Cataluña,L100001000859,G100001001216,GEM Global Solar Power Tracker Feb-2026
Nertóbriga solar farm,1,Brovales Nertobriga,Spain,50.0,operating,2021.0,Enel Green Power,Endesa SA [100%],38.257,-6.6127,exact,Extremadura,L100000805782,G100000806656,GEM Global Solar Power Tracker Feb-2026
Niebla solar farm,--,,Spain,50.0,operating,2023.0,,Taaleri Energia [100%],37.3158,-6.8417,approximate,Andalucía,L100000824760,G100000827970,GEM Global Solar Power Tracker Feb-2026
Ninobe 3 solar farm,--,Cluster Calatrava,Spain,22.3,operating,2022.0,Enel Green Power,Enel Green Power SpA [100%],38.9935,-3.3951,approximate,Castilla-La Mancha,L100000824761,G100000827971,GEM Global Solar Power Tracker Feb-2026
Nita solar farm,1,,Spain,208.0,pre-construction,,Mitra NU SLU,Compañía Española de Petróleos SA [100%],39.0148,-6.385,approximate,Extremadura,L100000824762,G100000827972,GEM Global Solar Power Tracker Feb-2026
Nita solar farm,2,,Spain,95.0,pre-construction,,Mitra NU SLU,Compañía Española de Petróleos SA [100%],39.0148,-6.385,approximate,Extremadura,L100000824762,G100000827973,GEM Global Solar Power Tracker Feb-2026
Nobesol solar farm,2,Olmedilla,Spain,60.0,operating,2008.0,Entoria Energy,Entoria Energy Pte Ltd [100%],39.625,-2.0884,exact,Castilla-La Mancha,L100000805818,G100000806694,GEM Global Solar Power Tracker Feb-2026
Noguera solar farm,--,,Spain,60.9,pre-construction,,Noguera Solar,Total Solar Ibérica [100%],40.3947,-3.4,approximate,Comunidad de Madrid,L100000824763,G100000827974,GEM Global Solar Power Tracker Feb-2026
Noguera solar project I,--,,Spain,6.6,operating,2017.0,,,41.7456,0.6777,exact,Cataluña,L100001009441,G100001010811,GEM Global Solar Power Tracker Feb-2026
Noguera solar project II,--,,Spain,2.2,operating,2023.0,,,41.8729,1.0608,exact,Cataluña,L100001010333,G100001011703,GEM Global Solar Power Tracker Feb-2026
Noguera solar project III,--,,Spain,1.4,operating,2017.0,,,42.0395,1.0969,exact,Cataluña,L100001052891,G100001060685,GEM Global Solar Power Tracker Feb-2026
Noguera solar project IV,--,,Spain,2.0,operating,2023.0,,,41.822,0.5845,exact,Cataluña,L100001053171,G100001060965,GEM Global Solar Power Tracker Feb-2026
Noguera solar project V,--,,Spain,2.9,operating,2024.0,,,41.9399,1.2419,exact,Cataluña,L100001053209,G100001061003,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project I,--,,Spain,5.0,operating,2022.0,,,38.1186,-1.8223,exact,Región de Murcia,L100001009358,G100001010728,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project II,--,,Spain,1.9,operating,2017.0,,,38.3074,-1.8734,exact,Región de Murcia,L100001009600,G100001010970,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project III,--,,Spain,4.3,operating,2017.0,,,38.2313,-1.7815,exact,Región de Murcia,L100001009606,G100001010976,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project IV,--,,Spain,4.8,operating,2023.0,,,38.139,-1.809,exact,Región de Murcia,L100001009836,G100001011206,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project IX,--,,Spain,1.0,operating,2024.0,,,38.1786,-1.8751,exact,Región de Murcia,L100001053076,G100001060870,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project V,--,,Spain,1.6,operating,2017.0,,,38.0952,-1.8954,exact,Región de Murcia,L100001009871,G100001011241,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project VI,--,Caravaca solar farm,Spain,10.9,operating,2023.0,,,38.0902,-1.7273,exact,Región de Murcia,L100001010053,G100001011423,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project VII,--,,Spain,4.8,operating,2023.0,,,38.1333,-1.8335,exact,Región de Murcia,L100001010270,G100001011640,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project VIII,--,,Spain,2.5,operating,2022.0,,,38.0826,-1.9144,exact,Región de Murcia,L100001010382,G100001011752,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project X,--,,Spain,3.5,operating,2023.0,,,38.0462,-1.9036,exact,Región de Murcia,L100001053409,G100001061203,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project XI,--,,Spain,5.1,operating,2023.0,,,37.9285,-2.1719,exact,Región de Murcia,L100001053524,G100001061318,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project XII,--,,Spain,7.0,operating,2017.0,,,37.9783,-1.9328,exact,Región de Murcia,L100001053658,G100001061452,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project XIII,--,,Spain,4.9,operating,2017.0,,,38.278,-1.5895,exact,Región de Murcia,L100001053677,G100001061471,GEM Global Solar Power Tracker Feb-2026
Noroeste solar project XIV,--,,Spain,8.6,operating,2017.0,,,38.0753,-1.9891,exact,Región de Murcia,L100001053780,G100001061574,GEM Global Solar Power Tracker Feb-2026
Nororma solar project,--,,Spain,2.5,operating,2023.0,,,37.1915,-4.4465,exact,Andalucía,L100001053135,G100001060929,GEM Global Solar Power Tracker Feb-2026
Nororma solar project I,--,,Spain,19.6,operating,2021.0,,,37.0904,-4.4235,exact,Andalucía,L100001009342,G100001010712,GEM Global Solar Power Tracker Feb-2026
Nororma solar project III,--,,Spain,5.6,operating,2017.0,,,37.0901,-4.4616,exact,Andalucía,L100001009627,G100001010997,GEM Global Solar Power Tracker Feb-2026
Nororma solar project V,--,,Spain,16.8,operating,2021.0,,,37.1077,-4.424,exact,Andalucía,L100001010182,G100001011552,GEM Global Solar Power Tracker Feb-2026
Nororma solar project VI,--,,Spain,7.4,operating,2017.0,,,37.1013,-4.4307,exact,Andalucía,L100001010183,G100001011553,GEM Global Solar Power Tracker Feb-2026
Nortada solar farm,--,,Spain,70.0,pre-construction,,Nortada Solar,Ignis Energía SL [100%],40.7344,-3.1712,approximate,Castilla-La Mancha,L100000824764,G100000827975,GEM Global Solar Power Tracker Feb-2026
Northwest Coast solar project,--,,Spain,1.0,operating,2022.0,,,36.7251,-6.3613,exact,Andalucía,L100001053270,G100001061064,GEM Global Solar Power Tracker Feb-2026
Northwest Coast solar project I,--,,Spain,7.6,operating,2017.0,,,36.6785,-6.3919,exact,Andalucía,L100001009569,G100001010939,GEM Global Solar Power Tracker Feb-2026
Northwest Coast solar project II,--,,Spain,8.8,operating,2023.0,,,36.7548,-6.3209,exact,Andalucía,L100001009800,G100001011170,GEM Global Solar Power Tracker Feb-2026
Noviercas solar farm,--,,Spain,220.0,pre-construction,,Fisterra Energy,,41.77,-4.2093,approximate,Castilla y León,L100000824765,G100000827976,GEM Global Solar Power Tracker Feb-2026
Nudo Mudéjar de Andorra solar farm,Calanda,"Plan Futuro Andorra, Futur-e Plan",Spain,49.9,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000828152,GEM Global Solar Power Tracker Feb-2026
Nudo Mudéjar de Andorra solar farm,Calandrias,"Plan Futuro Andorra, Futur-e Plan",Spain,480.6,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000828153,GEM Global Solar Power Tracker Feb-2026
Nudo Mudéjar de Andorra solar farm,El Tambor,"Plan Futuro Andorra, Futur-e Plan",Spain,75.0,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000828154,GEM Global Solar Power Tracker Feb-2026
Nudo Mudéjar de Andorra solar farm,Regallo,"Plan Futuro Andorra, Futur-e Plan",Spain,174.0,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000828155,GEM Global Solar Power Tracker Feb-2026
Nudo Mudéjar de Andorra solar farm,San Macario,"Plan Futuro Andorra, Futur-e Plan",Spain,74.2,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000828156,GEM Global Solar Power Tracker Feb-2026
