name,phase,other_names,country,capacity_mw,status,start_year,operator,owner,lat,lon,location_accuracy,state,gem_location_id,gem_phase_id,source
Carucedo solar farm,--,,Spain,100.0,shelved,,Carucedo Solar,Ignis Energía SL [100%],39.8615,-4.0281,approximate,Castilla-La Mancha,L100000824433,G100000827570,GEM Global Solar Power Tracker Feb-2026
Casa Mosen solar farm,--,,Spain,46.8,pre-construction,,,,38.506,-0.9194,approximate,Comunidad Valenciana,L100001062419,G100001071691,GEM Global Solar Power Tracker Feb-2026
Casa Valdes solar farm,--,,Spain,44.0,operating,2023.0,RWE,RWE AG [100%],40.541,-3.1913,exact,Castilla-La Mancha,L100000824435,G100000827572,GEM Global Solar Power Tracker Feb-2026
Casa de Cascos solar farm,--,,Spain,173.7,shelved - inferred 2 y,,,,38.791,-5.6362,approximate,Extremadura,L100000824434,G100000827571,GEM Global Solar Power Tracker Feb-2026
Casa del Aire I Hybrid solar farm,--,,Spain,49.4,pre-construction,,,,39.029,-1.8637,approximate,Castilla-La Mancha,L100001061694,G100001070734,GEM Global Solar Power Tracker Feb-2026
Casa del Aire II Hybrid solar farm,--,,Spain,54.6,pre-construction,,,,38.9527,-1.8629,approximate,Castilla-La Mancha,L100001061692,G100001070730,GEM Global Solar Power Tracker Feb-2026
Casablanca CSP solar farm,--,Casablanca Talarrubias,Spain,49.9,operating,2013.0,,Cobra Group [100%],39.2416,-5.3117,exact,Extremadura,L100000824436,G100000827573,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,1,,Spain,43.6,construction,,,Aresol Renovables,42.4927,-2.8703,exact,La Rioja,L100001062643,G100001071946,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,2,,Spain,46.0,construction,,,Aresol Renovables,42.4884,-2.8549,exact,La Rioja,L100001062643,G100001092050,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,3,,Spain,35.5,construction,,,Aresol Renovables,42.4554,-2.8411,exact,La Rioja,L100001062643,G100001092051,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,4,,Spain,37.5,construction,,,Aresol Renovables,42.448,-2.8576,exact,La Rioja,L100001062643,G100001092052,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,5,,Spain,10.6,construction,,,Aresol Renovables,42.4555,-2.89,exact,La Rioja,L100001062643,G100001092053,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,6,,Spain,48.4,construction,,,Aresol Renovables,42.4607,-2.851,exact,La Rioja,L100001062643,G100001092054,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,7,,Spain,48.4,construction,,,Aresol Renovables,42.4471,-2.9139,exact,La Rioja,L100001062643,G100001092055,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,8,,Spain,35.5,construction,,,Aresol Renovables,42.4815,-2.9447,exact,La Rioja,L100001062643,G100001092056,GEM Global Solar Power Tracker Feb-2026
Casafuerte solar farm,9,,Spain,35.5,construction,,,Aresol Renovables,42.4663,-2.9356,exact,La Rioja,L100001062643,G100001092057,GEM Global Solar Power Tracker Feb-2026
Casares solar farm,1,,Spain,27.0,pre-construction,,,,36.4179,-5.2523,approximate,Andalucía,L100001061674,G100001070707,GEM Global Solar Power Tracker Feb-2026
Casares solar farm,2,,Spain,27.0,pre-construction,,,,36.4179,-5.2523,approximate,Andalucía,L100001061674,G100001070709,GEM Global Solar Power Tracker Feb-2026
Casares solar farm,3,,Spain,26.0,pre-construction,,,,36.4179,-5.2523,approximate,Andalucía,L100001061674,G100001070710,GEM Global Solar Power Tracker Feb-2026
Casas De Los Pinos solar farm,1,,Spain,28.0,operating,2008.0,,Renovalia Energy Group [100%],39.275,-2.4095,exact,Castilla-La Mancha,L100000806724,G100000807701,GEM Global Solar Power Tracker Feb-2026
Casas Ibañez solar project,--,,Spain,6.9,operating,2023.0,,,39.2711,-1.469,exact,Castilla-La Mancha,L100001009096,G100001010466,GEM Global Solar Power Tracker Feb-2026
Casas de Don Pedro solar farm,1,PSF Casas de Don Pedro,Spain,39.2,construction,2026.0,,Haz de los Girasoles SLU [100%],39.0146,-3.3721,approximate,Castilla-La Mancha,L100000824437,G100000827574,GEM Global Solar Power Tracker Feb-2026
Casas de Don Pedro solar farm,2,PSF Casas de Don Pedro,Spain,30.0,shelved,,,Serge Energia SLU [100%],39.0146,-3.3721,approximate,Castilla-La Mancha,L100000824437,G100000827575,GEM Global Solar Power Tracker Feb-2026
Casas de Don Pedro solar project,--,,Spain,16.5,operating,2023.0,,,39.1157,-5.3346,exact,Extremadura,L100001009119,G100001010489,GEM Global Solar Power Tracker Feb-2026
Casatejada solar project,--,,Spain,11.4,operating,2009.0,,,39.883,-5.667,exact,Extremadura,L100001009137,G100001010507,GEM Global Solar Power Tracker Feb-2026
Casetona solar farm,--,,Spain,27.7,operating,,Sistemas Energéticos Jaralón,Iberdrola SA [100%],42.1523,-4.1422,approximate,Castilla y León,L100001004498,G100001005272,GEM Global Solar Power Tracker Feb-2026
Castano solar farm,--,,Spain,134.0,operating,2025.0,,ib vogt gmbH,40.9113,-4.2466,exact,Castilla y León,L100001007662,G100001008888,GEM Global Solar Power Tracker Feb-2026
Castejon solar project,--,,Spain,6.2,operating,2017.0,,,42.1521,-1.6572,exact,Comunidad Foral de Navarra,L100001009223,G100001010593,GEM Global Solar Power Tracker Feb-2026
Castellfollit solar farm,--,,Spain,43.8,pre-construction,,,Xaloc Solar SL [100%],41.6661,1.6818,approximate,Cataluña,L100001000855,G100001001212,GEM Global Solar Power Tracker Feb-2026
Castellón hydrogen solar farm,--,,Spain,40.0,shelved - inferred 2 y,,,Enagás SA; Iberdrola SA,40.2777,-0.2324,approximate,Comunidad Valenciana,L100001007629,G100001008823,GEM Global Solar Power Tracker Feb-2026
Castelnou solar project,--,,Spain,4.9,operating,2017.0,,,41.2209,-0.3016,exact,Aragón,L100001009254,G100001010624,GEM Global Solar Power Tracker Feb-2026
Castilblanco solar farm,--,,Spain,42.9,operating,2019.0,Enel Green Power,Enel Green Power SpA [100%],39.2857,-5.0957,approximate,Extremadura,L100000824438,G100000827576,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project C,--,,Spain,3.6,operating,2017.0,,,41.0549,-4.748,exact,Castilla y León,L100001010009,G100001011379,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CC,--,,Spain,1.4,operating,2017.0,,,41.9475,-5.201,exact,Castilla y León,L100001052997,G100001060791,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCC,--,,Spain,8.2,operating,2017.0,,,41.7163,-5.2617,exact,Castilla y León,L100001053543,G100001061337,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCI,--,,Spain,2.3,operating,2017.0,,,41.5646,-5.6493,exact,Castilla y León,L100001053551,G100001061345,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCII,--,,Spain,1.3,operating,2025.0,,,42.5313,-5.4174,exact,Castilla y León,L100001053556,G100001061350,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCIII,--,,Spain,1.7,operating,2024.0,,,41.9785,-5.6065,exact,Castilla y León,L100001053557,G100001061351,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCIV,--,,Spain,6.1,operating,2024.0,,,42.3846,-5.8115,exact,Castilla y León,L100001053560,G100001061354,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCIX,--,,Spain,2.0,operating,2025.0,,,40.9908,-4.2894,exact,Castilla y León,L100001053578,G100001061372,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCL,--,,Spain,2.2,operating,2025.0,,,40.7162,-6.1512,exact,Castilla y León,L100001053826,G100001061620,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCLI,--,,Spain,3.2,operating,2024.0,,,41.2342,-6.4261,exact,Castilla y León,L100001053832,G100001061626,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCLII,--,,Spain,2.3,operating,2025.0,,,41.969,-4.7515,exact,Castilla y León,L100001053837,G100001061631,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCLIII,--,,Spain,1.1,operating,2024.0,,,41.8365,-2.0264,exact,Castilla y León,L100001053853,G100001061647,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCLIV,--,,Spain,1.1,operating,2018.0,,,41.0246,-4.7388,exact,Castilla y León,L100001053856,G100001061650,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCLV,--,,Spain,1.3,operating,2025.0,,,41.373,-6.0814,exact,Castilla y León,L100001053857,G100001061651,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCV,--,,Spain,1.0,operating,2020.0,,,42.6613,-4.3917,exact,Castilla y León,L100001053565,G100001061359,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCVI,--,,Spain,3.4,operating,2023.0,,,42.3325,-5.8933,exact,Castilla y León,L100001053570,G100001061364,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCVII,--,,Spain,2.7,operating,2019.0,,,41.3195,-6.3011,exact,Castilla y León,L100001053575,G100001061369,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCVIII,--,,Spain,1.0,operating,2025.0,,,41.7334,-6.2938,exact,Castilla y León,L100001053577,G100001061371,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCX,--,,Spain,3.3,operating,2021.0,,,42.7998,-5.6145,exact,Castilla y León,L100001053580,G100001061374,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXI,--,,Spain,2.4,operating,2023.0,,,41.3283,-4.3968,exact,Castilla y León,L100001053586,G100001061380,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXII,--,,Spain,1.2,operating,2024.0,,,42.2455,-4.9677,exact,Castilla y León,L100001053589,G100001061383,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXIII,--,,Spain,1.1,operating,2017.0,,,41.0234,-5.0095,exact,Castilla y León,L100001053592,G100001061386,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXIV,--,,Spain,1.1,operating,2023.0,,,41.1722,-4.4916,exact,Castilla y León,L100001053600,G100001061394,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXIX,--,,Spain,1.1,operating,2023.0,,,42.5213,-5.6922,exact,Castilla y León,L100001053623,G100001061417,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXL,--,,Spain,1.7,operating,2023.0,,,42.5206,-5.7381,exact,Castilla y León,L100001053777,G100001061571,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLI,--,,Spain,10.9,operating,2024.0,,,42.0105,-3.267,exact,Castilla y León,L100001053778,G100001061572,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLII,--,,Spain,1.1,operating,2024.0,,,41.205,-4.2474,exact,Castilla y León,L100001053789,G100001061583,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLIII,--,,Spain,1.9,operating,2022.0,,,42.4989,-5.6307,exact,Castilla y León,L100001053804,G100001061598,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLIV,--,,Spain,8.8,operating,2022.0,,,41.4356,-5.4243,exact,Castilla y León,L100001053805,G100001061599,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLIX,--,,Spain,3.5,operating,2024.0,,,41.88,-4.3915,exact,Castilla y León,L100001053825,G100001061619,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLV,--,,Spain,2.0,operating,2024.0,,,40.9839,-5.719,exact,Castilla y León,L100001053814,G100001061608,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLVI,--,,Spain,1.8,operating,2023.0,,,41.5424,-5.7806,exact,Castilla y León,L100001053816,G100001061610,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLVII,--,,Spain,1.2,operating,2024.0,,,40.9774,-6.8318,exact,Castilla y León,L100001053820,G100001061614,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXLVIII,--,,Spain,1.3,operating,2019.0,,,41.7249,-2.4792,exact,Castilla y León,L100001053821,G100001061615,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXV,--,,Spain,1.5,operating,2023.0,,,41.8869,-2.1514,exact,Castilla y León,L100001053603,G100001061397,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXVI,--,,Spain,1.3,operating,2023.0,,,41.7228,-5.235,exact,Castilla y León,L100001053612,G100001061406,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXVII,--,,Spain,1.2,operating,2022.0,,,41.3196,-5.1617,exact,Castilla y León,L100001053616,G100001061410,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXVIII,--,,Spain,1.3,operating,2017.0,,,41.0124,-4.1602,exact,Castilla y León,L100001053617,G100001061411,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXX,--,,Spain,1.1,operating,2023.0,,,42.251,-4.5831,exact,Castilla y León,L100001053629,G100001061423,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXI,--,,Spain,2.2,operating,2017.0,,,41.4581,-5.7159,exact,Castilla y León,L100001053637,G100001061431,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXII,--,,Spain,1.9,operating,2025.0,,,41.5339,-5.0794,exact,Castilla y León,L100001053642,G100001061436,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXIII,--,,Spain,4.6,operating,2024.0,,,42.4172,-4.2994,exact,Castilla y León,L100001053643,G100001061437,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXIV,--,,Spain,1.0,operating,2020.0,,,42.4003,-3.2116,exact,Castilla y León,L100001053647,G100001061441,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXIX,--,,Spain,1.3,operating,2017.0,,,41.6536,-4.8685,exact,Castilla y León,L100001053682,G100001061476,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXV,--,,Spain,1.1,operating,2025.0,,,41.9246,-5.0118,exact,Castilla y León,L100001053660,G100001061454,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXVI,--,,Spain,1.9,operating,2025.0,,,42.8431,-4.3178,exact,Castilla y León,L100001053667,G100001061461,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXVII,--,,Spain,1.4,operating,2025.0,,,42.4116,-6.1203,exact,Castilla y León,L100001053671,G100001061465,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXVIII,--,,Spain,1.4,operating,2025.0,,,41.0802,-5.0942,exact,Castilla y León,L100001053674,G100001061468,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXX,--,,Spain,1.4,operating,2025.0,,,41.5699,-5.6453,exact,Castilla y León,L100001053686,G100001061480,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXI,--,,Spain,1.9,operating,2023.0,,,41.6635,-3.7249,exact,Castilla y León,L100001053689,G100001061483,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXII,--,,Spain,1.4,operating,2024.0,,,41.5149,-5.0535,exact,Castilla y León,L100001053696,G100001061490,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXIII,--,,Spain,2.9,operating,2025.0,,,40.5853,-6.5032,exact,Castilla y León,L100001053705,G100001061499,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXIV,--,,Spain,2.6,operating,2017.0,,,41.5881,-5.4229,exact,Castilla y León,L100001053712,G100001061506,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXIX,--,,Spain,1.1,operating,2025.0,,,42.4989,-5.8077,exact,Castilla y León,L100001053761,G100001061555,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXV,--,,Spain,1.5,operating,2021.0,,,42.3414,-3.6195,exact,Castilla y León,L100001053717,G100001061511,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXVI,--,,Spain,1.0,operating,2023.0,,,42.4101,-4.6555,exact,Castilla y León,L100001053735,G100001061529,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXVII,--,,Spain,1.1,operating,2021.0,,,41.6087,-4.4439,exact,Castilla y León,L100001053739,G100001061533,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCCXXXVIII,--,,Spain,1.7,operating,2022.0,,,41.6822,-4.685,exact,Castilla y León,L100001053758,G100001061552,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCI,--,,Spain,1.0,operating,2017.0,,,41.3142,-4.5181,exact,Castilla y León,L100001053003,G100001060797,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCII,--,,Spain,6.0,operating,2025.0,,,41.4632,-5.6332,exact,Castilla y León,L100001053008,G100001060802,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCIII,--,,Spain,1.0,operating,2017.0,,,42.4677,-5.3725,exact,Castilla y León,L100001053011,G100001060805,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCIV,--,,Spain,1.3,operating,2017.0,,,41.3884,-4.6902,exact,Castilla y León,L100001053019,G100001060813,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCIX,--,,Spain,1.7,operating,2022.0,,,41.4476,-4.3714,exact,Castilla y León,L100001053053,G100001060847,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCL,--,,Spain,1.4,operating,2017.0,,,41.2483,-4.705,exact,Castilla y León,L100001053248,G100001061042,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLI,--,,Spain,2.9,operating,2021.0,,,42.5838,-5.8694,exact,Castilla y León,L100001053250,G100001061044,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLII,--,,Spain,1.2,operating,2023.0,,,41.5436,-5.7479,exact,Castilla y León,L100001053251,G100001061045,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLIII,--,,Spain,1.9,operating,2019.0,,,40.3633,-5.514,exact,Castilla y León,L100001053258,G100001061052,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLIV,--,,Spain,9.4,operating,2017.0,,,41.4132,-6.1499,exact,Castilla y León,L100001053265,G100001061059,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLIX,--,,Spain,1.9,operating,2017.0,,,41.5504,-5.0739,exact,Castilla y León,L100001053295,G100001061089,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLV,--,,Spain,1.3,operating,2017.0,,,41.0738,-4.5384,exact,Castilla y León,L100001053268,G100001061062,GEM Global Solar Power Tracker Feb-2026
Castile And León solar project CCLVI,--,,Spain,1.0,operating,2017.0,,,41.3463,-5.1803,exact,Castilla y León,L100001053279,G100001061073,GEM Global Solar Power Tracker Feb-2026
